Date,PX_LAST
2022-06-15,2556.67
2022-06-14,2525.88
2022-06-13,2545.05
2022-06-10,2641.69
2022-06-09,2721.85
2022-06-08,2783.29
2022-06-07,2805.33
2022-06-06,2789.83
2022-06-03,2779.06
2022-06-02,2814.03
2022-06-01,2770.43
2022-05-31,2791.01
2022-05-30,2814.75
2022-05-27,2802.59
2022-05-26,2743.96
2022-05-25,2700.09
2022-05-24,2680.46
2022-05-23,2702.25
2022-05-20,2655.91
2022-05-19,2651.55
2022-05-18,2665.06
2022-05-17,2746.82
2022-05-16,2693.95
2022-05-13,2701.33
2022-05-12,2639.75
2022-05-11,2652.59
2022-05-10,2677.25
2022-05-09,2671.83
2022-05-06,2762.21
2022-05-05,2784.12
2022-05-04,2864.43
2022-05-03,2809.82
2022-05-02,2796.33
2022-04-29,2795.62
2022-04-28,2861.55
2022-04-27,2807.51
2022-04-26,2811
2022-04-25,2877.71
2022-04-22,2882.45
2022-04-21,2959.92
2022-04-20,2994.64
2022-04-19,2984.7
2022-04-18,2954.15
2022-04-15,2959.67
2022-04-14,2960.64
2022-04-13,2985.07
2022-04-12,2959.78
2022-04-11,2972.4
2022-04-08,3012.19
2022-04-07,3014.08
2022-04-06,3012.24
2022-04-05,3049.39
2022-04-04,3081.38
2022-04-01,3057.07
2022-03-31,3053.07
2022-03-30,3096.67
2022-03-29,3110.81
2022-03-28,3061.63
2022-03-25,3049.11
2022-03-24,3041.48
2022-03-23,3012.79
2022-03-22,3040.37
2022-03-21,3010.08
2022-03-18,3010.59
2022-03-17,2981.31
2022-03-16,2936.33
2022-03-15,2865.89
2022-03-14,2826.49
2022-03-11,2840.05
2022-03-10,2871.52
2022-03-09,2881.78
2022-03-08,2797.7
2022-03-07,2819.54
2022-03-04,2896.52
2022-03-03,2942.45
2022-03-02,2964.24
2022-03-01,2930.77
2022-02-28,2977.95
2022-02-25,2980.2
2022-02-24,2905.94
2022-02-23,2909.33
2022-02-22,2949.64
2022-02-21,2975.91
2022-02-18,2983.59
2022-02-17,3009.09
2022-02-16,3060.29
2022-02-15,3054.26
2022-02-14,3011.45
2022-02-11,3039.18
2022-02-10,3087.98
2022-02-09,3124.93
2022-02-08,3077.13
2022-02-07,3059.44
2022-02-04,3061.46
2022-02-03,3052.5
2022-02-02,3113.84
2022-02-01,3086.62
2022-01-31,3059.05
2022-01-28,3005.63
2022-01-27,2955.34
2022-01-26,2979.7
2022-01-25,2975.48
2022-01-24,3005.52
2022-01-21,3025.1
2022-01-20,3082.25
2022-01-19,3098.6
2022-01-18,3124.21
2022-01-17,3176.19
2022-01-14,3173.12
2022-01-13,3182.06
2022-01-12,3214.19
2022-01-11,3193.39
2022-01-10,3166.14
2022-01-07,3177.54
2022-01-06,3184.62
2022-01-05,3203.03
2022-01-04,3248.12
2022-01-03,3241.43
2021-12-31,3231.73
2021-12-30,3237.07
2021-12-29,3243.95
2021-12-28,3239.28
2021-12-27,3237.7
2021-12-24,3206.85
2021-12-23,3206.08
2021-12-22,3183.62
2021-12-21,3152.31
2021-12-20,3100.5
2021-12-17,3139.75
2021-12-16,3167.33
2021-12-15,3175.11
2021-12-14,3138.06
2021-12-13,3162
2021-12-10,3188.26
2021-12-09,3172.49
2021-12-08,3196.39
2021-12-07,3184.17
2021-12-06,3117.31
2021-12-03,3086.44
2021-12-02,3111.17
2021-12-01,3087.98
2021-11-30,3101.8
2021-11-29,3155.73
2021-11-26,3131.98
2021-11-25,3202.44
2021-11-24,3198.12
2021-11-23,3196.88
2021-11-22,3201.49
2021-11-19,3219.9
2021-11-18,3226.37
2021-11-17,3221.03
2021-11-16,3231.95
2021-11-15,3226.45
2021-11-12,3223.82
2021-11-11,3201.99
2021-11-10,3201.57
2021-11-09,3227.8
2021-11-08,3237.63
2021-11-05,3232.26
2021-11-04,3224.63
2021-11-03,3212.35
2021-11-02,3195.67
2021-11-01,3190.54
2021-10-29,3174.73
2021-10-28,3179.44
2021-10-27,3152.05
2021-10-26,3167.44
2021-10-25,3159.88
2021-10-22,3151.16
2021-10-21,3152.33
2021-10-20,3147.7
2021-10-19,3136.19
2021-10-18,3114.01
2021-10-15,3109.47
2021-10-14,3084.59
2021-10-13,3039.01
2021-10-12,3024.72
2021-10-11,3031.57
2021-10-08,3043.74
2021-10-07,3046.57
2021-10-06,3015.95
2021-10-05,3016.19
2021-10-04,2992.89
2021-10-01,3022.83
2021-09-30,3006.6
2021-09-29,3028.75
2021-09-28,3032.7
2021-09-27,3095.56
2021-09-24,3103.53
2021-09-23,3106.42
2021-09-22,3074.35
2021-09-21,3049.68
2021-09-20,3046.2
2021-09-17,3096.62
2021-09-16,3122.57
2021-09-15,3127.71
2021-09-14,3116.08
2021-09-13,3126.1
2021-09-10,3122.07
2021-09-09,3136.04
2021-09-08,3146.96
2021-09-07,3158.94
2021-09-06,3169.64
2021-09-03,3163.99
2021-09-02,3161.46
2021-09-01,3151.66
2021-08-31,3141.35
2021-08-30,3146.63
2021-08-27,3133.67
2021-08-26,3110.27
2021-08-25,3125.83
2021-08-24,3122
2021-08-23,3112.57
2021-08-20,3080.02
2021-08-19,3063.22
2021-08-18,3078.01
2021-08-17,3100.12
2021-08-16,3121.99
2021-08-13,3125.12
2021-08-12,3115.74
2021-08-11,3109.97
2021-08-10,3099.49
2021-08-09,3097.06
2021-08-06,3098.06
2021-08-05,3102.23
2021-08-04,3085.83
2021-08-03,3092.51
2021-08-02,3077.11
2021-07-30,3069.25
2021-07-29,3089.82
2021-07-28,3069.49
2021-07-27,3068.87
2021-07-26,3080.41
2021-07-23,3072.38
2021-07-22,3046.6
2021-07-21,3036.72
2021-07-20,3005.86
2021-07-19,2975.55
2021-07-16,3024.66
2021-07-15,3043.52
2021-07-14,3058.59
2021-07-13,3059.28
2021-07-12,3068.27
2021-07-09,3053.12
2021-07-08,3022.24
2021-07-07,3049.66
2021-07-06,3042.63
2021-07-05,3049.84
2021-07-02,3046.09
2021-07-01,3028.2
2021-06-30,3017.23
2021-06-29,3024.44
2021-06-28,3025.22
2021-06-25,3024.94
2021-06-24,3013.36
2021-06-23,2998
2021-06-22,3001.14
2021-06-21,2982.11
2021-06-18,2954.19
2021-06-17,2996.51
2021-06-16,3008.48
2021-06-15,3017.27
2021-06-14,3019.88
2021-06-11,3012.67
2021-06-10,3007.46
2021-06-09,2996.64
2021-06-08,3001.83
2021-06-07,3000.97
2021-06-04,2997.36
2021-06-03,2972.87
2021-06-02,2985.97
2021-06-01,2982.02
2021-05-31,2975.7
2021-05-28,2979.3
2021-05-27,2970.64
2021-05-26,2969.51
2021-05-25,2965.51
2021-05-24,2966.44
2021-05-21,2943.13
2021-05-20,2942.21
2021-05-19,2910.94
2021-05-18,2928.68
2021-05-17,2934.18
2021-05-14,2938.63
2021-05-13,2892.48
2021-05-12,2876.79
2021-05-11,2928.33
2021-05-10,2961.57
2021-05-07,2979.41
2021-05-06,2952.03
2021-05-05,2932.85
2021-05-04,2922.5
2021-05-03,2948.67
2021-04-30,2938.76
2021-04-29,2963.31
2021-04-28,2951.88
2021-04-27,2952.01
2021-04-26,2956.13
2021-04-23,2946.11
2021-04-22,2923.91
2021-04-21,2932.98
2021-04-20,2915.78
2021-04-19,2944.05
2021-04-16,2953.35
2021-04-15,2941.75
2021-04-14,2913.53
2021-04-13,2918.19
2021-04-12,2907.25
2021-04-09,2910.1
2021-04-08,2895.61
2021-04-07,2881.15
2021-04-06,2876.23
2021-04-05,2872.97
2021-04-02,2841.89
2021-04-01,2840.19
2021-03-31,2811.7
2021-03-30,2805.1
2021-03-29,2811.53
2021-03-26,2814.86
2021-03-25,2775.06
2021-03-24,2767.26
2021-03-23,2788.01
2021-03-22,2809.65
2021-03-19,2796.14
2021-03-18,2802.27
2021-03-17,2826.79
2021-03-16,2823.69
2021-03-15,2821.85
2021-03-12,2807.21
2021-03-11,2806.07
2021-03-10,2775.34
2021-03-09,2761.82
2021-03-08,2722.64
2021-03-05,2728.56
2021-03-04,2706.48
2021-03-03,2741.68
2021-03-02,2768.25
2021-03-01,2783.7
2021-02-26,2726.91
2021-02-25,2760.26
2021-02-24,2802.4
2021-02-23,2789.21
2021-02-22,2788.11
2021-02-19,2806.47
2021-02-18,2802.92
2021-02-17,2815.98
2021-02-16,2828.15
2021-02-15,2829.67
2021-02-12,2818.85
